ID;Title;WebsiteURL;Comments;BookingURL;ContactEmail;FaultReportEmail
3253;SMATRICS Netz;https://smatrics.com/ladenetz#;SMATRICS runs charge points in Austria and Germany, part of the CENTRAL EUROPEAN GREEN CORRIDORS (CEGC) PROJECT;None;info@smatrics.com;None
3255;SODO;https://en.sodo.si/fast-charging-stations/list-of-active-fast-charging-stations-on-slovenian-highways;None;None;None;None
211;sofos;http://www.sofos.es/productos-y-servicios/estaciones-de-recarga/;None;None;None;None
60;Source East (UK);http://www.sourceeast.net/;Defunct network.;None;sourceeast@sourceeast.net;sourceeast@sourceeast.net
25;Source London;http://www.sourcelondon.net/;Monthly post-payment membership system, with per-minute billing and optional lower tariffs in return for monthly subscription payment.;https://www.sourcelondon.net/membership;membership@sourcelondon.net;membership@sourcelondon.net
228;Spark EV (lk);http://sparkev.lk/smart-plug-in-membership/;None;None;info@sparkev.lk;None
3329;SpotLink – e.motion;https://www.emotion-team.com/;None;None;None;None
152;Städtische Werke Magdeburg;http://www.sw-magdeburg.de/;None;None;info@sw-magdeburg.de;None
162;Stadtwerke Clausthal-Zellerfeld;http://www.stadtwerke-clausthal.de/;None;None;info@stadtwerke-clausthal.de;None
158;Stadtwerke Dessau;https://www.dvv-dessau.de/;None;None;None;None
235;Stadtwerke Düsseldorf AG;https://www.swd-ag.de;None;None;elektromobilitaet@swd-ag.de;elektromobilitaet@swd-ag.de
170;Stadtwerke Elmshorn;http://www.stadtwerke-elmshorn.de/cms/Dienstleistungen/E-Mobilitaet/Stadtwerke-investieren-in-E-Mobilitaet-.html;None;None;info@stadtwerke-elmshorn.de;service.technik@stadtwerke-elmshorn.de
132;Stadtwerke Göttingen;http://www.swgoe.de/;None;None;None;None
151;Stadtwerke Grevesmühlen;http://www.stadtwerke-gvm.de/;None;None;info@stadtwerke-gvm.de;None
148;Stadtwerke Haldensleben  SWH;http://www.swhdl.de/strom/e_mobility/;None;None;None;None
161;Stadtwerke Halle;http://www.evh.de/EVH/Privatkunden/Natuerlich-EVH/Mit-Strom-fahren/;None;None;kontakt@evh.de;None
146;Stadtwerke Hameln;https://www.stadtwerke-hameln.de/service/beratung.html;None;None;None;None
155;Stadtwerke Leipzig SWL;http://www.swl.de/web/swl/DE/Unternehmen/Elektromobilitaet/Elektromobilitaet.htm;None;None;elektromobilitaet@swl.de;None
123;Stadtwerke Lübeck;http://www.swhl.de/e-mobilitaet/;None;None;None;None
225;Stadtwerke Münster;https://www.stadtwerke-muenster.de/privatkunden/strom/alle-stromprodukte/e-mobilitaet/uebersicht.html;None;None;None;None
147;Stadtwerke Neumünster (SWN).;http://www.stadtwerke-neumuenster.de/wDeutsch/privatkunden/unser-einsatz-fuer-die-umwelt/e-mobilitaet.php?navid=172;None;None;swn@swn.net;None
131;Stadtwerke Northeim  SWN;http://www.stadtwerke-northeim.de/site/de/580/stromtankstelle.html;None;None;info@stadtwerke-northeim.de;None
143;Stadtwerke Rinteln;http://www.stadtwerke-rinteln.de/;None;None;info@stadtwerke-rinteln.de;None
154;Stadtwerke Rostock;http://www.swrag.de/;None;None;kundenzentrum@swrag.de;None
149;Stadtwerke Soest;http://www.stadtwerke-soest.de/index.php?id=280;None;None;info@stadtwerke-soest.de;None
153;Stadtwerke Strahlsund;http://www.stadtwerke-stralsund.de/energie/elektrofahrzeuge/elektrofahrzeuge/foerderung.php;None;None;service@stadtwerke-stralsund.de;None
169;Stadtwerke Uetersen;http://www.stadtwerke-uetersen.de/?page_id=1722;None;None;service@stadtwerke-uetersen.de;None
134;Stadtwerke Verden;http://www.stadtwerke-verden.de/privatkunden/energiedienstleistungen/elektromobilitaet.html;None;None;None;None
130;Stadtwerke Wernigerode;http://www.stadtwerke-wernigerode.de/published_page.aspx?id=132;None;None;stefan.streichert@stadtwerke-wernigerode.de;None
159;Stadtwerke Wittenberg;http://stadtwerke.wittenberg.de/;None;None;slw@stadtwerke.wittenberg.de;None
166;Stadtwerke Wolfenbüttel;http://www.stadtwerke-wf.de/;None;None;service@stadtwerke-wf.de;None
3290;State Grid Corporation of China (SGCC);http://www.sgcc.com.cn/;None;None;None;None
220;Stromnetz Hamburg;http://www.stromnetz.hamburg/ueber-uns/innovationen/e-mobility/;None;None;info@stromnetz-hamburg.de;None
160;StromTicket;http://stromticket.de/;None;None;None;None
3269;Stromtreter;http://www.stromtreter.de/;None;None;None;None
3270;Stromtreter;http://www.stromtreter.de/;None;None;None;None
51;Sun Country Highway;http://suncountryhighway.ca/;None;None;None;None
138;SUN Stadtwerke Union Nordhessen;http://www.sun-stadtwerke.de/energien-der-zukunft/e-mobilitaet/ladekarte.html;None;None;sun@sun-stadtwerke.de;None
3341;Swarco E.Connect;https://www.swarcoeconnect.org/;None;None;None;None
125;SWB / EWE;https://www.swb-gruppe.de/verantwortung/swb-und-umwelt/fahren-mit-strom.php;None;None;None;None
3273;Swisscharge (CH);https://swisscharge.ch/;None;None;info@swisscharge.ch;None
3277;Syane;http://www.syane.orios-infos.com/;Syndicat des énergies et de l'améngement numérique de la Haute-Savoie;None;None;None
3412;Sydego;https://www.sydego.fr/;None;None;None;None
3248;Tank & Rast;http://tank.rast.de/emobility/;None;None;kundenservice@tank.rast.de;None
142;TANKE Wien Energie;http://www.tanke-wienenergie.at/;None;None;None;None
23;Tesla Motors (Worldwide);http://www.teslamotors.com;None;None;None;None
150;The GeniePoint Network ( Engie EV Solutions );https://www.geniepoint.co.uk/;None;None;GenieSupport@chargepointservices.com;None
157;The New Motion (BE);http://www.thenewmotion.be/;None;None;info@thenewmotion.be;None
156;The New Motion (DE);http://www.thenewmotion.de/;None;None;info@thenewmotion.de;service@thenewmotion.de
47;The New Motion (NL);http://www.thenewmotion.com/;None;None;info@thenewmotion.com;klantenservice@thenewmotion.com
57;The REV Project (UWA - Australia);http://therevproject.com/;None;None;rev@therevproject.com;rev@therevproject.com
35;ThePluginCompany (Belgium);http://www.theplugincompany.com/en/;None;None;None;None
18;TIWAG Tiroler Wasserkraft AG (AT);https://www.tiwag.at/no_cache/privatkunden/energieeffizienz/mobilitaet/;None;None;None;None
3361;Toka Energy;https://toka.energy/;ЗАРЯДНЫЕ СТАНЦИИ ТОКА, Based in Ukraine;None;info@toka.energy;None
3366;Tonik Energy;https://www.tonikenergy.com/products/ev-charging/;Accepts Fortum Charge & Drive;None;ev@tonikenergy.com;None
175;TOTAL Be PlugToDrive;http://www.total.be/fr/carburants/carburant-station/plug-to-drive/finder-plugtodrive.html;None;None;None;None
174;TOTAL Nl PlugToDrive;http://www.total.nl/services-tankstations/plug-to-drive.html;None;None;None;None
3306;Trenčiansky samosprávny kraj;https://www.tsk.sk/;None;None;None;None
2244;ubitricity;https://www.ubitricity.com/;None;None;contact@ubitricity.com;None
64;Ultra-Fast;http://www.ultra-fast.nl/;None;None;None;None
3249;Umeå Energi;http://www.umeaenergi.se/;None;None;umea.energi@umeaenergi.se;None
3278;Urbener Energía;https://www.urbener.com/;None;None;urbener@urbener.com;None
3256;USEDA (FR);http://www.useda.fr/;None;None;None;None
65;UWAG;http://www.uewag.de/energie/stromtankstellen;None;None;None;None
108;Vattenfall InCharge;http://www.vattenfall.de/de/emobility/emobility.htm;None;None;emobility@vattenfall.de;None
233;Vector (NZ);https://vector.co.nz/evcharging;None;None;None;None
3340;Veolia;https://www.veolia.cz;None;None;None;None
144;Versorgungsbetriebe Hann. Münden;http://www.versorgungsbetriebe.de/hannmuendenGips/Gips?SessionMandant=HannMuenden&Anwendung=CMSWebpage&Methode=ShowHTMLAusgabe&RessourceID=12045;None;None;info@versorgungsbetriebe.de;None
231;Vibrate;http://www.emobility-vibrate.eu/;None;None;info@emobility-vibrate.eu;None
1237;Viesgo (Spain);https://www.viesgo.com/es/nuevas-tecnologias-e-innovacion/movilidad-electrica/puntos-de-recarga-publica;Formerly known as E.ON Energía;None;None;None
136;VIRTA;http://virta.fi/;None;None;None;None
61;Vitaemobility;http://vitaemobility.com/;None;None;info@vitaemobility.eu;None
99;Vlotte;http://www.vlotte.at/;None;None;elektromobil@vkw.at;None
50;Volta Charging;http://www.voltacharging.com;None;None;info@voltacharging.com;None
126;VR Schneller-Strom-tanken;http://www.schneller-strom-tanken.de/;None;None;None;None
193;VSE;http://www.zelenabuducnost.sk/;None;None;None;None
3373;Webasto;https://webasto-charging.com/;None;None;info@webasto-charging.com;None
28;WEL Networks (NZ);https://www.wel.co.nz/projects/electric-vehicles/;None;None;None;None
3371;Wenea;http://www.wenea.com/;None;None;None;None
195;Werraenergie;http://www.werraenergie.de/www/werraenergie/webinfo/webinfo.nsf/DocsID/E-Mobilitaet;None;None;None;None
34;Westar Energy ElectroGo;http://westarelectrogo.com/;None;None;None;None
183;Wirtschaftsbetriebe Stadt Nienburg;http://www.wirtschaftsbetriebe-nienburg.de/;None;None;wirtschaftsbetriebe@nienburg.de;None
3382;Wroom;https://wroom.org/;App based access;None;None;None
3344;YASNO E-mobility;https://yasno.com.ua;None;None;None;None
3300;YPF;None;Energy company based in Argentina;None;None;None
3328;ZapGrid;https://www.zapgrid.net/;None;None;None;None
176;ZEAG Energie;http://www.zeag-energie.de;None;None;None;None
54;ZE-MO (Be);http://www.ze-mo.be/;None;None;info@ze-mo.be;None
100;ZenCar;https://www.zencar.eu/;None;None;info@zencar.eu;None
19;Zero Carbon World;http://zerocarbonworld.org/;UK Charity promoting carbon reduction;None;info@zerocarbonworld.com;info@zerocarbonworld.com
3323;ZES;http://www.zes.net/;Zorlu Energy Solutions, Turkey;None;None;None
3259;ZSE (SK);https://www.zse.sk/sk/Uvod/E-mobilita/ZSE-Drive;Energy company in Slovakia;None;None;None
3350;ЕВН (EVN) (Macedonia);https://www.elektrodistribucija.mk/Electromobility/Charger-locations.aspx;None;None;None;None
3301;МОЭСК (Russia);https://www.moesk.ru/spec_projects/moesk_ev/;None;None;None;None
